x,y,horizontal_weight,vertical_norm,arithmetic_combined,geometric_combined,min_combined,has_vertical,lon,lat
665516.91589689,5072455.70902327,0.4561440573229133,0.9999999997232237,0.7280720285230685,0.675384377370889,0.4561440573229133,True,11.12938069952922,45.785816993648666
665716.91589689,5072455.70902327,0.5027180447320402,0.99999999965914,0.7513590221955901,0.7090261240325942,0.5027180447320402,True,11.13195190803469,45.7857690248407
665916.91589689,5072455.70902327,0.43707254989811567,0.9999999996256838,0.7185362747618997,0.6611146267739901,0.43707254989811567,True,11.134523110031258,45.78572099821119
666116.91589689,5072455.70902327,0.2704960998277251,0.9999999995811786,0.6352480497044518,0.520092395363012,0.2704960998277251,True,11.137094305511111,45.785672913760514
666316.91589689,5072455.70902327,0.07163723756667081,0.9999999995811794,0.5358186185739251,0.2676513357647738,0.07163723756667081,True,11.139665494466422,45.78562477148906
666516.91589689,5072455.70902327,0.17779376121975718,0.9999999995811802,0.5888968804004687,0.4216559748720438,0.17779376121975718,True,11.142236676889373,45.7855765713972
666716.91589689,5072455.70902327,0.3669215100188925,0.9999999995516835,0.683460754785288,0.6057404641052103,0.3669215100188925,True,11.144807852772145,45.78552831348532
666916.91589689,5072455.70902327,0.46322035235144937,0.9999999995516949,0.7316101759515722,0.6806029328057479,0.46322035235144937,True,11.147379022106914,45.78547999775384
667116.91589689,5072455.70902327,0.46302563740173813,0.9999999995517056,0.7315128184767219,0.680459871847096,0.46302563740173813,True,11.149950184885864,45.78543162420309
667316.91589689,5072455.70902327,0.40939876498008826,0.9999999995517155,0.7046993822659019,0.6398427656827582,0.40939876498008826,True,11.152521341101172,45.78538319283349
667516.91589689,5072455.70902327,0.4952137398219468,0.9999999995517243,0.7476068696868355,0.7037142456991718,0.4952137398219468,True,11.155092490745021,45.785334703645425
667716.91589689,5072455.70902327,0.4993083297058129,0.9999999995517321,0.7496541646287725,0.7066175270130151,0.4993083297058129,True,11.157663633809591,45.78528615663927
667916.91589689,5072455.70902327,0.4196286412249033,0.9999999995390488,0.709814320381976,0.6477874968162591,0.4196286412249033,True,11.16023477028706,45.78523755181542
665516.91589689,5072655.70902327,0.2452009892746805,0.9999999997232096,0.6226004944989451,0.49517773496676043,0.2452009892746805,True,11.129449224765056,45.78761588497446
