x,y,abs_delta_z,abs_delta_norm,lon,lat
665517.16946271,5072456.50576381,5.601176082855246e-10,0.9999999999815739,11.12938423235799,45.78582409911853
665717.16946271,5072456.50576381,5.601110233082124e-10,0.9999999999815744,11.131955441184214,45.78577613022534
665917.16946271,5072456.50576381,5.601044841964495e-10,0.9999999999815748,11.134526643501525,45.78572810351057
666117.16946271,5072456.50576381,5.600980596002407e-10,0.9999999999815753,11.137097839302106,45.78568001897463
666317.16946271,5072456.50576381,5.600918236029463e-10,0.9999999999815757,11.139669028578133,45.78563187661791
666517.16946271,5072456.50576381,5.600858539090874e-10,0.9999999999815762,11.142240211321788,45.785583676440766
666717.16946271,5072456.50576381,5.600802295618216e-10,0.9999999999815766,11.144811387525248,45.785535418443594
666917.16946271,5072456.50576381,4.4695134904437805e-10,0.9999999999898729,11.147382557180695,45.78548710262678
667117.16946271,5072456.50576381,4.4695374819001663e-10,0.9999999999898728,11.14995372028031,45.78543872899071
667317.16946271,5072456.50576381,4.469562129289819e-10,0.9999999999898725,11.152524876816269,45.785390297535784
667517.16946271,5072456.50576381,4.469587176391594e-10,0.9999999999898723,11.155096026780756,45.785341808262345
667717.16946271,5072456.50576381,4.4696123526372177e-10,0.9999999999898722,11.157667170165952,45.78529326117082
667917.16946271,5072456.50576381,4.05479411437556e-10,0.9999999999929142,11.160238306964033,45.78524465626159
665517.16946271,5072656.50576381,5.601149575294316e-10,0.9999999999815741,11.129452757724437,45.787622990437946
665717.16946271,5072656.50576381,5.601077748218817e-10,0.9999999999815746,11.13202404914159,45.787575018551635
665917.16946271,5072656.50576381,5.601006140546153e-10,0.9999999999815752,11.13459533404907,45.787526988840156
666117.16946271,5072656.50576381,5.600935538866314e-10,0.9999999999815756,11.137166612439056,45.78747890130389
666317.16946271,5072656.50576381,5.600866803971258e-10,0.9999999999815762,11.139737884303724,45.787430755943234
666517.16946271,5072656.50576381,5.600800849616506e-10,0.9999999999815766,11.142309149635256,45.78738255275856
666717.16946271,5072656.50576381,5.600738614687659e-10,0.9999999999815771,11.144880408425829,45.787334291750255
666917.16946271,5072656.50576381,4.469505942059687e-10,0.999999999989873,11.147451660667622,45.78728597291872
667117.16946271,5072656.50576381,4.4695320101339983e-10,0.9999999999898728,11.150022906352815,45.787237596264305
667317.16946271,5072656.50576381,4.4695588566606087e-10,0.9999999999898725,11.152594145473584,45.787189161787424
667517.16946271,5072656.50576381,4.469586178590943e-10,0.9999999999898723,11.155165378022113,45.78714066948846
667717.16946271,5072656.50576381,4.4696136542950067e-10,0.9999999999898721,11.157736603990578,45.78709211936779
667917.16946271,5072656.50576381,4.0548308711971455e-10,0.999999999992914,11.160307823371161,45.7870435114258
668117.16946271,5072656.50576381,4.054898957376446e-10,0.9999999999929134,11.16287903615604,45.786994845662896
668317.16946271,5072656.50576381,4.054962513880813e-10,0.999999999992913,11.165450242337394,45.78694612207945
665317.16946271,5072856.50576381,0.126703023026129,0.9907082864137963,11.126949909074217,45.78946979815908
665517.16946271,5072856.50576381,5.601123574129968e-10,0.9999999999815743,11.129521289592734,45.7894218811086
665717.16946271,5072856.50576381,5.601045071240927e-10,0.9999999999815748,11.13209266360864,45.789373906228974
665917.16946271,5072856.50576381,5.600966458815635e-10,0.9999999999815754,11.13466403111411,45.78932587352059
666117.16946271,5072856.50576381,5.600888637834554e-10,0.999999999981576,11.13723539210132,45.7892777829838
666317.16946271,5072856.50576381,5.600812610308799e-10,0.9999999999815765,11.139806746562455,45.78922963461903
666517.16946271,5072856.50576381,5.600739454690453e-10,0.9999999999815771,11.142378094489684,45.78918142842664
666717.16946271,5072856.50576381,5.600670292008015e-10,0.9999999999815776,11.14494943587519,45.789133164407005
666917.16946271,5072856.50576381,4.4694973460552837e-10,0.999999999989873,11.14752077071115,45.789084842560534
667117.16946271,5072856.50576381,4.469525765990724e-10,0.9999999999898728,11.15009209898974,45.7890364628876
667317.16946271,5072856.50576381,4.4695551167156615e-10,0.9999999999898725,11.152663420703142,45.78898802538859
667517.16946271,5072856.50576381,4.469585037285976e-10,0.9999999999898723,11.155234735843532,45.788939530063885
667717.16946271,5072856.50576381,4.4696151424146297e-10,0.9999999999898721,11.157806044403088,45.788890976913876
667917.16946271,5072856.50576381,4.05487148438629e-10,0.9999999999929137,11.160377346373991,45.78884236593895
668117.16946271,5072856.50576381,4.054945609473102e-10,0.9999999999929131,11.16294864174842,45.788793697139496
668317.16946271,5072856.50576381,4.0550144582419146e-10,0.9999999999929126,11.16551993051855,45.7887449705159
668517.16946271,5072856.50576381,4.055077374616898e-10,0.9999999999929121,11.168091212676563,45.78869618606856
668717.16946271,5072856.50576381,4.055133884919556e-10,0.9999999999929117,11.17066248821464,45.78864734379785
665117.16946271,5073056.50576381,0.02120323327860057,0.9984450697100097,11.124446895216389,45.79131655337811
665317.16946271,5073056.50576381,0.013901977809845303,0.9989805042496163,11.127018364837793,45.79126869117086
665517.16946271,5073056.50576381,5.601098501284801e-10,0.9999999999815744,11.129589827963645,45.79122077113048
665717.16946271,5073056.50576381,5.60101253781676e-10,0.9999999999815751,11.132161284586124,45.79117279325736
665917.16946271,5073056.50576381,5.60092601811749e-10,0.9999999999815757,11.134732734697407,45.79112475755187
666117.16946271,5073056.50576381,5.600839972687678e-10,0.9999999999815764,11.137304178289668,45.79107666401439
666317.16946271,5073056.50576381,5.600755569320441e-10,0.999999999981577,11.139875615355086,45.791028512645305
666517.16946271,5073056.50576381,5.600674085187492e-10,0.9999999999815776,11.142447045885836,45.790980303445
666717.16946271,5073056.50576381,5.600596865848538e-10,0.9999999999815782,11.145018469874096,45.79093203641386
666917.16946271,5073056.50576381,4.469487501355621e-10,0.9999999999898731,11.147589887312044,45.79088371155227
667117.16946271,5073056.50576381,4.469518597794132e-10,0.9999999999898729,11.150161298191856,45.7908353288606
667317.16946271,5073056.50576381,4.4695508162674107e-10,0.9999999999898727,11.152732702505709,45.790786888339255
667517.16946271,5073056.50576381,4.4695837236228406e-10,0.9999999999898723,11.155304100245784,45.79073838998863
667717.16946271,5073056.50576381,4.4696168544154507e-10,0.9999999999898721,11.157875491404253,45.7906898338091
667917.16946271,5073056.50576381,4.0549165818657465e-10,0.9999999999929133,11.160446875973298,45.79064121980103
668117.16946271,5073056.50576381,4.0549975726134697e-10,0.9999999999929128,11.163018253945095,45.79059254796484
668317.16946271,5073056.50576381,4.0550723722843446e-10,0.9999999999929122,11.165589625311824,45.790543818300904
668517.16946271,5073056.50576381,4.0551402192348723e-10,0.9999999999929117,11.16816099006566,45.790495030809616
668717.16946271,5073056.50576381,4.0552005850470837e-10,0.9999999999929112,11.170732348198783,45.79044618549137
668917.16946271,5073056.50576381,3.878805135665082e-10,0.9999999999942049,11.17330369970337,45.79039728234653
664917.16946271,5073256.50576381,0.010173118104791825,0.999253958628521,11.121943716133787,45.793163256084405
665117.16946271,5073256.50576381,0.0212032114521336,0.9984450713106446,11.124515274859597,45.793115448727804
665317.16946271,5073256.50576381,0.01390197104002496,0.9989805047460782,11.127086827096917,45.79306758353408
665517.16946271,5073256.50576381,5.601074904575383e-10,0.9999999999815746,11.129658372837929,45.79301966050362
665717.16946271,5073256.50576381,5.600980603233391e-10,0.9999999999815753,11.132229912074807,45.7929716796368
665917.16946271,5073256.50576381,5.600885144505886e-10,0.9999999999815761,11.134801444799724,45.79292364093402
666117.16946271,5073256.50576381,5.600789703432452e-10,0.9999999999815767,11.13737297100486,45.79287554439563
666317.16946271,5073256.50576381,5.600695641377481e-10,0.9999999999815774,11.139944490682383,45.79282739002203
666517.16946271,5073256.50576381,5.600604475360351e-10,0.9999999999815781,11.142516003824479,45.792779177813635
666717.16946271,5073256.50576381,5.600517828916898e-10,0.9999999999815787,11.145087510423316,45.792730907770775
666917.16946271,5073256.50576381,4.469476156831433e-10,0.9999999999898732,11.147659010471076,45.79268257989387
667117.16946271,5073256.50576381,4.469510314958418e-10,0.9999999999898729,11.150230503959932,45.7926341941833
667317.16946271,5073256.50576381,4.4695458377423863e-10,0.9999999999898727,11.15280199088206,45.79258575063944
667517.16946271,5073256.50576381,4.469582201119772e-10,0.9999999999898724,11.155373471229638,45.792537249262686
667717.16946271,5073256.50576381,4.469618837598186e-10,0.9999999999898721,11.157944944994846,45.79248869005343
667917.16946271,5073256.50576381,4.0549669331938107e-10,0.999999999992913,11.160516412169853,45.792440073012045
668117.16946271,5073256.50576381,4.05505577105999e-10,0.9999999999929123,11.163087872746841,45.792391398138925
668317.16946271,5073256.50576381,4.055137286272176e-10,0.9999999999929117,11.165659326717988,45.792342665434454
668517.16946271,5073256.50576381,4.055210592277022e-10,0.9999999999929111,11.168230774075468,45.79229387489903
668717.16946271,5073256.50576381,3.878838539386118e-10,0.9999999999942045,11.170802214811461,45.79224502653303
668917.16946271,5073256.50576381,3.8789019911781896e-10,0.9999999999942041,11.173373648918144,45.79219612033686
669117.16946271,5073256.50576381,3.8789542566242026e-10,0.9999999999942037,11.175945076387693,45.792147156310904
664917.16946271,5073456.50576381,0.010173071814555514,0.9992539620231962,11.122012019640975,45.79496215376876
665117.16946271,5073456.50576381,0.0212031863275207,0.9984450731531477,11.124583660991288,45.7949143434291
665317.16946271,5073456.50576381,0.013901962790116509,0.9989805053510818,11.127155295852353,45.794866475248696
665517.16946271,5073456.50576381,0.14179387229991589,0.9896016052453643,11.12972692421635,45.794818549227955
665717.16946271,5073456.50576381,5.600949879627026e-10,0.9999999999815755,11.132298546075448,45.79477056536726
665917.16946271,5073456.50576381,5.6008443062485e-10,0.9999999999815763,11.134870161421825,45.794722523666984
666117.16946271,5073456.50576381,5.60073810470091e-10,0.9999999999815771,11.137441770247655,45.79467442412751
666317.16946271,5073456.50576381,5.60063286028229e-10,0.9999999999815778,11.140013372545113,45.79462626674923
666517.16946271,5073456.50576381,5.600530379057515e-10,0.9999999999815786,11.142584968306377,45.79457805153252
666717.16946271,5073456.50576381,5.600432629943964e-10,0.9999999999815793,11.145156557523615,45.79452977847777
666917.16946271,5073456.50576381,5.600341660485112e-10,0.99999999998158,11.147728140189011,45.79448144758536
667117.16946271,5073456.50576381,4.4695006754516435e-10,0.999999999989873,11.150299716294734,45.79443305885568
667317.16946271,5073456.50576381,4.4695400311223446e-10,0.9999999999898727,11.15287128583296,45.794384612289115
667517.16946271,5073456.50576381,4.4695804231142225e-10,0.9999999999898724,11.155442848795868,45.794336107886046
667717.16946271,5073456.50576381,4.469621152449511e-10,0.9999999999898721,11.158014405175631,45.79428754564687
667917.16946271,5073456.50576381,4.055023491211299e-10,0.9999999999929126,11.160585954964427,45.794238925571946
668117.16946271,5073456.50576381,4.055121349183879e-10,0.9999999999929118,11.16315749815443,45.7941902476617
668317.16946271,5073456.50576381,4.0552104699191757e-10,0.9999999999929111,11.165729034737817,45.79414151191652
668517.16946271,5073456.50576381,4.05528981954899e-10,0.9999999999929106,11.168300564706765,45.79409271833676
668717.16946271,5073456.50576381,3.8789436836850894e-10,0.9999999999942039,11.17087208805345,45.794043866922834
668917.16946271,5073456.50576381,3.879010085275227e-10,0.9999999999942033,11.173443604770048,45.793994957675125
669117.16946271,5073456.50576381,3.879063500390838e-10,0.999999999994203,11.176015114848736,45.79394599059402
669317.16946271,5073456.50576381,3.879104482101521e-10,0.9999999999942026,11.178586618281694,45.79389696567992
669517.16946271,5073456.50576381,3.8791338505511607e-10,0.9999999999942024,11.181158115061093,45.79384788293321
664717.16946271,5073656.50576381,0.04331525332445865,0.9968234938969609,11.119508599164766,45.796808806283146
664917.16946271,5073656.50576381,0.010173013418917671,0.999253966305616,11.122080329629584,45.79676105080492
665117.16946271,5073656.50576381,0.021203157225671607,0.9984450752873197,11.124652053612225,45.79671323748199
665317.16946271,5073656.50576381,0.01390195271131053,0.9989805060902068,11.12722377110486,45.79666536631472
665517.16946271,5073656.50576381,0.14179954455902913,0.9896011892725964,11.129795482099663,45.79661743730351
665717.16946271,5073656.50576381,5.60092118451465e-10,0.9999999999815757,11.13236718658881,45.796569450448736
665917.16946271,5073656.50576381,5.600804164508324e-10,0.9999999999815766,11.134938884564475,45.79652140575079
666117.16946271,5073656.50576381,5.600685614078003e-10,0.9999999999815775,11.137510576018826,45.796473303210036
666317.16946271,5073656.50576381,5.600567373640706e-10,0.9999999999815784,11.140082260944041,45.79642514282687
666517.16946271,5073656.50576381,5.600451596087294e-10,0.9999999999815792,11.142653939332295,45.79637692460167
666717.16946271,5073656.50576381,5.600340680516598e-10,0.9999999999815801,11.145225611175762,45.796328648534825
666917.16946271,5073656.50576381,5.600237166803593e-10,0.9999999999815807,11.147797276466616,45.79628031462672
667117.16946271,5073656.50576381,4.4694893683197505e-10,0.9999999999898731,11.150368935197031,45.796231922877745
667317.16946271,5073656.50576381,4.4695332026070644e-10,0.9999999999898728,11.15294058735918,45.796183473288266
667517.16946271,5073656.50576381,4.469578329155186e-10,0.9999999999898724,11.15551223294524,45.7961349658587
667717.16946271,5073656.50576381,4.469623877311391e-10,0.9999999999898721,11.158083871947385,45.796086400589395
667917.16946271,5073656.50576381,4.0550874490686864e-10,0.9999999999929121,11.160655504357793,45.79603777748079
668117.16946271,5073656.50576381,4.055195739045478e-10,0.9999999999929112,11.163227130168634,45.795989096533226
668317.16946271,5073656.50576381,4.055293502941117e-10,0.9999999999929106,11.165798749372087,45.7959403577471
668517.16946271,5073656.50576381,4.0553795344615256e-10,0.9999999999929099,11.168370361960326,45.795891561122836
668717.16946271,5073656.50576381,3.8790620936941104e-10,0.999999999994203,11.170941967925527,45.79584270666078
668917.16946271,5073656.50576381,3.8791312290560084e-10,0.9999999999942024,11.173513567259864,45.79579379436134
669117.16946271,5073656.50576381,3.8791852264165755e-10,0.9999999999942021,11.176085159955516,45.7957448242249
669317.16946271,5073656.50576381,3.879224922424057e-10,0.9999999999942017,11.178656746004656,45.795695796251856
669517.16946271,5073656.50576381,3.879251458227979e-10,0.9999999999942015,11.181228325399461,45.795646710442604
669717.16946271,5073656.50576381,3.8792661660305063e-10,0.9999999999942014,11.183799898132108,45.795597566797525
664717.16946271,5073856.50576381,0.07769478057381694,0.9943022855344505,11.119576832994639,45.79860770565092
664917.16946271,5073856.50576381,0.007026685243809412,0.9994847009765366,11.12214864610037,45.79855994719284
665117.16946271,5073856.50576381,0.021203123285459886,0.9984450777763111,11.124720452723166,45.79851213088646
665317.16946271,5073856.50576381,0.013901940354349693,0.9989805069963995,11.127292252855199,45.79846425673214
665517.16946271,5073856.50576381,0.14180629560337898,0.9896006941875609,11.129864046488638,45.798416324730276
665717.16946271,5073856.50576381,0.12794302948535133,0.9906173510547414,11.132435833615657,45.79836833488123
665917.16946271,5073856.50576381,5.600765641764604e-10,0.9999999999815768,11.135007614228432,45.79832028718542
666117.16946271,5073856.50576381,5.6006329000845e-10,0.9999999999815778,11.137579388319132,45.798272181643185
666317.16946271,5073856.50576381,5.600499502513344e-10,0.9999999999815788,11.14015115587993,45.79822401825494
666517.16946271,5073856.50576381,5.600368014484133e-10,0.9999999999815798,11.142722916903004,45.79817579702106
666717.16946271,5073856.50576381,5.600241371214757e-10,0.9999999999815807,11.145294671380523,45.79812751794194
666917.16946271,5073856.50576381,5.600122747439212e-10,0.9999999999815816,11.14786641930466,45.79807918101795
667117.16946271,5073856.50576381,4.4694759889367633e-10,0.9999999999898732,11.15043816066759,45.79803078624947
667317.16946271,5073856.50576381,4.469525098386073e-10,0.9999999999898728,11.153009895461489,45.797982333636895
667517.16946271,5073856.50576381,4.4695758398117e-10,0.9999999999898724,11.155581623678527,45.79793382318063
667717.16946271,5073856.50576381,4.469627115099177e-10,0.9999999999898721,11.15815334531088,45.79788525488104
667917.16946271,5073856.50576381,4.0551603195928684e-10,0.9999999999929116,11.160725060350723,45.7978366287385
668117.16946271,5073856.50576381,4.055280753744481e-10,0.9999999999929107,11.163296768790229,45.79778794475342
668317.16946271,5073856.50576381,4.055388370914915e-10,0.9999999999929099,11.16586847062157,45.7977392029262
668517.16946271,5073856.50576381,4.0554817660073107e-10,0.9999999999929092,11.168440165836923,45.7976904032572
668717.16946271,5073856.50576381,3.8791961516582746e-10,0.999999999994202,11.171011854428466,45.797641545746814
668917.16946271,5073856.50576381,3.8792675870257994e-10,0.9999999999942014,11.173583536388367,45.79759263039546
669117.16946271,5073856.50576381,3.879321309646638e-10,0.9999999999942011,11.176155211708805,45.7975436572035
669317.16946271,5073856.50576381,3.8793585591812483e-10,0.9999999999942008,11.178726880381953,45.797494626171314
669517.16946271,5073856.50576381,3.8793809129016237e-10,0.9999999999942006,11.18129854239999,45.797445537299325
669717.16946271,5073856.50576381,3.879390132489542e-10,0.9999999999942005,11.183870197755086,45.797396390587906
669917.16946271,5073856.50576381,3.879388035993362e-10,0.9999999999942005,11.18644184643942,45.79734718603746
664717.16946271,5074056.50576381,0.1076897052550215,0.9921026201815614,11.119645073299619,45.800406604370636
664917.16946271,5074056.50576381,0.007026656864429996,0.9994847030577266,11.122216969054094,45.800358842932525
665117.16946271,5074056.50576381,0.02013241623044916,0.9985235976338214,11.124788858324873,45.8003110236425
665317.16946271,5074056.50576381,0.013901925134032307,0.9989805081125751,11.127360741104129,45.80026314650093
665517.16946271,5074056.50576381,0.15275775299606198,0.9887975736047837,11.12993261738403,45.800215211508224
665717.16946271,5074056.50576381,0.1417957474599163,0.989601467731284,11.132504487156751,45.800167218664726
665917.16946271,5074056.50576381,5.600730013919693e-10,0.9999999999815772,11.135076350414463,45.800119167970834
666117.16946271,5074056.50576381,5.600580957870959e-10,0.9999999999815783,11.13764820714934,45.800071059426955
666317.16946271,5074056.50576381,5.600429829684001e-10,0.9999999999815794,11.140220057353549,45.800022893033436
666517.16946271,5074056.50576381,5.600279677796893e-10,0.9999999999815805,11.142791901019265,45.799974668790675
666717.16946271,5074056.50576381,5.600134103978849e-10,0.9999999999815815,11.145363738138661,45.79992638669908
666917.16946271,5074056.50576381,5.599997106371965e-10,0.9999999999815825,11.147935568703911,45.799878046759005
667117.16946271,5074056.50576381,4.469460003342724e-10,0.9999999999898733,11.150507392707185,45.79982964897085
667317.16946271,5074056.50576381,4.469515380959422e-10,0.9999999999898729,11.153079210140657,45.799781193334994
667517.16946271,5074056.50576381,4.46957284905055e-10,0.9999999999898724,11.1556510209965,45.799732679851815
667717.16946271,5074056.50576381,4.469631003163717e-10,0.999999999989872,11.158222825266886,45.799684108521724
667917.16946271,5074056.50576381,4.055244047746214e-10,0.9999999999929109,11.160794622943989,45.7996354793451
668117.16946271,5074056.50576381,4.055378718430772e-10,0.9999999999929099,11.163366414019984,45.799586792322316
668317.16946271,5074056.50576381,4.055497597142795e-10,0.999999999992909,11.165938198487042,45.79953804745379
668517.16946271,5074056.50576381,3.879253793176662e-10,0.9999999999942015,11.168509976337335,45.79948924473987
668717.16946271,5074056.50576381,3.879348777200511e-10,0.9999999999942009,11.171081747563042,45.799440384180976
668917.16946271,5074056.50576381,3.879421748800209e-10,0.9999999999942003,11.173653512156333,45.79939146577749
669117.16946271,5074056.50576381,3.8794739281915467e-10,0.9999999999942,11.176225270109384,45.79934248952979
669317.16946271,5074056.50576381,3.8795071275284725e-10,0.9999999999941996,11.178797021414365,45.799293455438296
669517.16946271,5074056.50576381,3.8795235154478194e-10,0.9999999999941995,11.181368766063455,45.799244363503384
669717.16946271,5074056.50576381,3.8795254119592225e-10,0.9999999999941995,11.183940504048826,45.79919521372543
669917.16946271,5074056.50576381,3.879515127569604e-10,0.9999999999941996,11.186512235362652,45.79914600610483
670117.16946271,5074056.50576381,3.879494849522115e-10,0.9999999999941998,11.18908395999711,45.799096740642
664517.16946271,5074256.50576381,0.12305440923554913,0.9909758559918669,11.117141335192795,45.802253209004746
664717.16946271,5074256.50576381,0.10769795526943565,0.9921020151701783,11.119713320080468,45.80220550244232
664917.16946271,5074256.50576381,0.0070266151772819035,0.9994847061148363,11.122285298491514,45.80215773802398
665117.16946271,5074256.50576381,0.020132334756311925,0.9985236036086934,11.124857270418104,45.80210991575011
665317.16946271,5074256.50576381,0.013901906278475247,0.9989805094953396,11.127429235852413,45.80206203562112
665517.16946271,5074256.50576381,0.012125343028572613,0.9991107930239552,11.130001194786605,45.80201409763735
665717.16946271,5074256.50576381,0.1418037311573599,0.9896008822501454,11.132573147212854,45.801966101799216
665917.16946271,5074256.50576381,0.09423179295870984,0.9930895505944578,11.135145093123331,45.80191804810708
666117.16946271,5074256.50576381,5.600531243826997e-10,0.9999999999815786,11.13771703251021,45.80186993656133
666317.16946271,5074256.50576381,5.600359330513965e-10,0.9999999999815798,11.140288965365656,45.801821767162345
666517.16946271,5074256.50576381,5.600186891947746e-10,0.9999999999815812,11.142860891681845,45.80177353991054
666717.16946271,5074256.50576381,5.600018352607347e-10,0.9999999999815824,11.14543281145095,45.80172525480626
666917.16946271,5074256.50576381,5.599858783015417e-10,0.9999999999815835,11.148004724665137,45.80167691184991
667117.16946271,5074256.50576381,4.4694406958760745e-10,0.9999999999898734,11.15057663131658,45.801628511041876
667317.16946271,5074256.50576381,4.469503593841891e-10,0.999999999989873,11.153148531397454,45.80158005238253
667517.16946271,5074256.50576381,4.469569212790436e-10,0.9999999999898724,11.155720424899929,45.80153153587228
667717.16946271,5074256.50576381,4.469635728097865e-10,0.999999999989872,11.158292311816176,45.80148296151149
667917.16946271,5074256.50576381,4.0553411731834797e-10,0.9999999999929102,11.160864192138368,45.80143432930058
668117.16946271,5074256.50576381,4.055492657374418e-10,0.9999999999929091,11.163436065858676,45.801385639239896
668317.16946271,5074256.50576381,4.0556244263803635e-10,0.9999999999929081,11.166007932969276,45.80133689132986
668517.16946271,5074256.50576381,3.8794239054767396e-10,0.9999999999942003,11.168579793462337,45.80128808557084
668717.16946271,5074256.50576381,3.879523563953233e-10,0.9999999999941995,11.171151647330035,45.80123922196323
668917.16946271,5074256.50576381,3.879596809892227e-10,0.999999999994199,11.173723494564541,45.801190300507436
669117.16946271,5074256.50576381,3.879645593095067e-10,0.9999999999941986,11.176295335158027,45.80114132120382
669317.16946271,5074256.50576381,3.8796725382549894e-10,0.9999999999941984,11.178867169102668,45.80109228405279
669517.16946271,5074256.50576381,3.8796806127420954e-10,0.9999999999941984,11.18143899639064,45.80104318905475
669717.16946271,5074256.50576381,3.879672856151038e-10,0.9999999999941984,11.18401081701411,45.80099403621007
669917.16946271,5074256.50576381,3.879652184381785e-10,0.9999999999941986,11.186582630965255,45.80094482551913
670117.16946271,5074256.50576381,3.879621264920486e-10,0.9999999999941989,11.189154438236251,45.80089555698237
664517.16946271,5074456.50576381,0.10971198805340521,0.9919543169118374,11.117209505785112,45.80405210940518
664717.16946271,5074456.50576381,0.12305910182099308,0.990975511863061,11.119781573337942,45.804004399865924
664917.16946271,5074456.50576381,0.007026526625948754,0.9994847126087115,11.12235363441339,45.80395663246717
665117.16946271,5074456.50576381,0.02129964359563347,0.9984379994994227,11.124925689003621,45.80390880720928
665317.16946271,5074456.50576381,0.013901882755267719,0.9989805112204042,11.127497737100809,45.80386092409266
665517.16946271,5074456.50576381,0.01212563714002431,0.9991107714554139,11.130069778697122,45.80381298311766
665717.16946271,5074456.50576381,0.1418135334982613,0.9896001633995436,11.13264181378473,45.803764984284676
665917.16946271,5074456.50576381,0.1279424821231923,0.9906173911953181,11.135213842355801,45.8037169275941
666117.16946271,5074456.50576381,5.600485864361631e-10,0.999999999981579,11.137785864402511,45.803668813046315
666317.16946271,5074456.50576381,5.600289567202369e-10,0.9999999999815804,11.140357879917024,45.80362064064168
666517.16946271,5074456.50576381,5.60009039500949e-10,0.9999999999815818,11.142929888891514,45.80357241038062
666717.16946271,5074456.50576381,5.599893772006382e-10,0.9999999999815833,11.145501891318153,45.803524122263475
666917.16946271,5074456.50576381,5.599706166991142e-10,0.9999999999815846,11.148073887189106,45.80347577629066
667117.16946271,5074456.50576381,4.469417090659775e-10,0.9999999999898735,11.150645876496549,45.80342737246255
667317.16946271,5074456.50576381,4.4694891076831073e-10,0.9999999999898731,11.153217859232651,45.80337891077954
667517.16946271,5074456.50576381,4.4695647312741425e-10,0.9999999999898725,11.155789835389584,45.803330391242
667717.16946271,5074456.50576381,4.4696415485358223e-10,0.999999999989872,11.158361804959519,45.80328181385034
667917.16946271,5074456.50576381,4.055455070506096e-10,0.9999999999929093,11.160933767934626,45.80323317860492
668117.16946271,5074456.50576381,4.0556265661532433e-10,0.9999999999929081,11.163505724307079,45.80318448550615
668317.16946271,5074456.50576381,4.0557730841673714e-10,0.999999999992907,11.166077674069047,45.80313573455441
668517.16946271,5074456.50576381,3.8796215890665244e-10,0.9999999999941989,11.168649617212703,45.803086925750094
