x,y,fault_throw_m,lon,lat
665515.49791206,5072452.45725208,8.55645666241836,11.129361355754016,45.7857880856168
665715.49791206,5072452.45725208,8.902362319977826,11.131932562962836,45.785740117267444
665915.49791206,5072452.45725208,25.28429080395326,11.134503763662824,45.785692091096614
666115.49791206,5072452.45725208,37.09809132801631,11.137074957846163,45.785644007104665
666315.49791206,5072452.45725208,37.092890936754706,11.13964614550503,45.78559586529199
666515.49791206,5072452.45725208,37.086543428594084,11.1422173266316,45.785547665658974
666715.49791206,5072452.45725208,37.07878513147499,11.144788501218063,45.78549940820599
666915.49791206,5072452.45725208,37.06932258290202,11.14735966925659,45.78545109293344
667115.49791206,5072452.45725208,37.05787037618821,11.149930830739367,45.78540271984171
667315.49791206,5072452.45725208,37.04423803944485,11.152501985658569,45.78535428893117
667515.49791206,5072452.45725208,37.02849422818664,11.15507313400638,45.78530580020222
667715.49791206,5072452.45725208,37.94269174113314,11.15764427577498,45.78525725365523
667915.49791206,5072452.45725208,38.78053119460919,11.160215410956544,45.78520864929061
665515.49791206,5072652.45725208,11.267747974701368,11.12942988029858,45.787586976974346
665715.49791206,5072652.45725208,6.131436987286543,11.13200117009818,45.78753900563191
665915.49791206,5072652.45725208,5.386155244076822,11.134572453388182,45.78749097646438
666115.49791206,5072652.45725208,25.35878572688398,11.137143730160775,45.787442889472146
666315.49791206,5072652.45725208,37.097669135936975,11.13971500040813,45.787394744655565
666515.49791206,5072652.45725208,37.09146621780821,11.142286264122427,45.78734654201505
666715.49791206,5072652.45725208,37.08364122487727,11.14485752129585,45.78729828155098
666915.49791206,5072652.45725208,37.07373314938139,11.147428771920572,45.78724996326374
667115.49791206,5072652.45725208,37.06119765006543,11.150000015988772,45.7872015871537
667315.49791206,5072652.45725208,37.04547752078829,11.152571253492633,45.787153153221254
667515.49791206,5072652.45725208,37.026203683486834,11.155142484424333,45.7871046614668
667715.49791206,5072652.45725208,37.00362403535424,11.157713708776052,45.7870561118907
667915.49791206,5072652.45725208,37.93003682071357,11.160284926539967,45.78700750449337
668115.49791206,5072652.45725208,38.84792164835215,11.16285613770826,45.786958839275165
668315.49791206,5072652.45725208,40.28605258514148,11.165427342273112,45.78691011623651
665315.49791206,5072852.45725208,11.465238849272282,11.126927032444186,45.789433784189775
665515.49791206,5072852.45725208,11.467452062389777,11.129498411344915,45.78938586768314
665715.49791206,5072852.45725208,9.268754123622747,11.132069783743113,45.78933789334743
665915.49791206,5072852.45725208,5.383790338261013,11.134641149630955,45.789289861183015
666115.49791206,5072852.45725208,5.388999189509289,11.137212509000621,45.7892417711903
666315.49791206,5072852.45725208,21.09485719091384,11.139783861844288,45.78919362336964
666515.49791206,5072852.45725208,37.09800917057401,11.142355208154132,45.78914541772144
666715.49791206,5072852.45725208,37.09058500250409,11.144926547922333,45.78909715424608
666915.49791206,5072852.45725208,37.08079389427768,11.14749788114107,45.789048832943934
667115.49791206,5072852.45725208,37.06777527426119,11.150069207802519,45.7890004538154
667315.49791206,5072852.45725208,37.0504246222949,11.15264052789886,45.78895201686086
667515.49791206,5072852.45725208,37.02752117505495,11.15521184142227,45.7889035220807
667715.49791206,5072852.45725208,36.99825948829755,11.157783148364926,45.7888549694753
667915.49791206,5072852.45725208,37.474689945874665,11.160354448719012,45.78880635904506
668115.49791206,5072852.45725208,38.723149759756524,11.162925742476702,45.78875769079035
668315.49791206,5072852.45725208,40.23771110479945,11.165497029630176,45.78870896471158
668515.49791206,5072852.45725208,44.28428781966565,11.168068310171614,45.78866018080912
668715.49791206,5072852.45725208,47.26362774435487,11.170639584093195,45.78861133908337
665115.49791206,5073052.45725208,10.637121319612922,11.12442401938249,45.791280538903095
665315.49791206,5073052.45725208,11.464083469560913,11.12699548738587,45.79123267723966
665515.49791206,5073052.45725208,11.466564600842014,11.129566948893782,45.79118475774318
665715.49791206,5073052.45725208,11.469354258431038,11.1321384038984,45.79113678041399
665915.49791206,5073052.45725208,6.127153263712193,11.134709852391904,45.79108874525252
666115.49791206,5073052.45725208,5.386260380944986,11.137281294366467,45.79104065225913
666315.49791206,5073052.45725208,5.393032156674636,11.139852729814267,45.79099250143419
666515.49791206,5073052.45725208,21.97421037601976,11.142424158727481,45.790944292778114
666715.49791206,5073052.45725208,37.09988150867866,11.144995581098286,45.79089602629127
666915.49791206,5073052.45725208,37.09107422815997,11.147566996918858,45.79084770197404
667115.49791206,5073052.45725208,37.07871011986625,11.150138406181375,45.79079931982682
667315.49791206,5073052.45725208,37.061055739797254,11.152709808878017,45.79075087984999
667515.49791206,5073052.45725208,37.035594006769564,11.155281205000957,45.790702382043925
667715.49791206,5073052.45725208,36.999184084893336,11.157852594542376,45.79065382640903
667915.49791206,5073052.45725208,36.94975659006153,11.160423977494451,45.790605212945685
668115.49791206,5073052.45725208,37.82620071353487,11.16299535384936,45.79055654165429
668315.49791206,5073052.45725208,40.138207853309595,11.165566723599278,45.7905078125352
668515.49791206,5073052.45725208,44.28944778262243,11.168138086736388,45.79045902558883
668715.49791206,5073052.45725208,48.554965203675565,11.170709443252864,45.790410180815584
668915.49791206,5073052.45725208,48.61736339769175,11.173280793140888,45.79036127821581
664915.49791206,5073252.45725208,17.438600022251386,11.121920841096319,45.79312724110369
665115.49791206,5073252.45725208,10.636588839414097,11.124492398203873,45.79307943429086
665315.49791206,5073252.45725208,10.637953293655858,11.127063948823022,45.79303156964098
665515.49791206,5073252.45725208,11.465365652656391,11.12963549294594,45.79298364715444
665715.49791206,5073252.45725208,11.468570704298834,11.132207030564807,45.7929356668316
665915.49791206,5073252.45725208,10.476815892376449,11.13477856167179,45.79288762867286
666115.49791206,5073252.45725208,5.382379141194467,11.137350086259076,45.7928395326786
666315.49791206,5073252.45725208,5.389883975731497,11.139921604318832,45.7927913788492
666515.49791206,5073252.45725208,5.398992028279168,11.142493115843237,45.79274316718505
666715.49791206,5073252.45725208,16.823587676796564,11.145064620824469,45.79269489768653
666915.49791206,5073252.45725208,37.10485815448568,11.1476361192547,45.79264657035402
667115.49791206,5073252.45725208,37.09486962986545,11.15020761112611,45.79259818518793
667315.49791206,5073252.45725208,37.07947493937351,11.152779096430875,45.792549742188605
667515.49791206,5073252.45725208,37.05489273122886,11.155350575161169,45.79250124135647
667715.49791206,5073252.45725208,37.014447192640255,11.15792204730917,45.79245268269188
667915.49791206,5073252.45725208,36.94787458652438,11.160493512867058,45.792404066195246
668115.49791206,5073252.45725208,36.45777853794368,11.163064971827005,45.79235539186694
668315.49791206,5073252.45725208,38.624473440546666,11.16563642418119,45.79230665970737
668515.49791206,5073252.45725208,44.31162584523138,11.168207869921792,45.79225786971689
668715.49791206,5073252.45725208,48.56962762443435,11.170779309040988,45.79220902189593
668915.49791206,5073252.45725208,48.67164389580667,11.173350741530953,45.79216011624485
669115.49791206,5073252.45725208,48.70796466209888,11.175922167383867,45.79211115276406
664915.49791206,5073452.45725208,18.759471034211604,11.121989143781759,45.7949261388261
665115.49791206,5073452.45725208,13.271665166237625,11.124560783513664,45.794878329030226
665315.49791206,5073452.45725208,10.637381216745279,11.127132416756405,45.794830461393715
665515.49791206,5073452.45725208,11.463735759196268,11.129704043502153,45.79478253591691
665715.49791206,5073452.45725208,11.467428864910147,11.13227566374309,45.79473455260023
665915.49791206,5073452.45725208,11.471641994205557,11.134847277471383,45.79468651144404
666115.49791206,5073452.45725208,6.119444874592375,11.137418884679212,45.79463841244873
666315.49791206,5073452.45725208,5.3850843244077415,11.139990485358748,45.794590255614665
666515.49791206,5073452.45725208,5.395482753326685,11.14256207950217,45.79454204094225
666715.49791206,5073452.45725208,5.408258090899754,11.14513366710165,45.794493768431856
666915.49791206,5073452.45725208,6.012310592548039,11.147705248149364,45.79444543808389
