surface,move_length_m,gis_length_m,overlap_pct_A_to_B,overlap_pct_B_to_A,overlap_pct_mean,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_LOP_merged_resampled_original,28448.100112382705,11305.732423888443,28.428980975807573,69.88859549225337,49.158788234030474,20.0,1,34
