surface,move_length_m,gis_length_m,overlap_pct,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_DPR_merged_resampled_split,19738.52530158212,4975.709074283848,29.949822324043062,50.0,15,10
