x,y,horizontal_weight,vertical_norm,arithmetic_combined,geometric_combined,min_combined,has_vertical,lon,lat
667488.94792678,5075276.20642639,0.7154524235167805,0.9999977201227056,0.8577250718197431,0.8458432433808554,0.7154524235167805,True,11.155711410339867,45.81070985087212
667688.94792678,5075276.20642639,0.6339640433609603,0.9999962739309627,0.8169801586459615,0.7962171068038965,0.6339640433609603,True,11.158283719678415,45.81066126922207
667888.94792678,5075276.20642639,0.7228727326937834,0.9999999050875211,0.8614363188906522,0.8502191859068697,0.7228727326937834,True,11.160856022420077,45.81061262970345
667088.94792678,5075476.20642639,0.6567711218195054,0.9999974799955397,0.8283843009075225,0.8104131457184964,0.6567711218195054,True,11.150636038926464,45.81260569909615
667288.94792678,5075476.20642639,0.6932764094957955,0.9999980644484153,0.8466372369721054,0.8326314116243407,0.6932764094957955,True,11.153208444130554,45.81255723016026
667488.94792678,5075476.20642639,0.7020955110336402,0.9999986627524704,0.8510470868930553,0.8379108378330911,0.7020955110336402,True,11.15578084275265,45.812508703351405
667688.94792678,5075476.20642639,0.7430861935243553,0.9999974365369153,0.8715418150306353,0.8620233689699656,0.7430861935243553,True,11.158353234784919,45.812460118669996
667888.94792678,5075476.20642639,0.5536800317346837,0.9999960954649746,0.7768380635998291,0.7440953365474124,0.5536800317346837,True,11.16092562021953,45.812411476116395
668088.94792678,5075476.20642639,0.30623903948469716,0.9999986978681333,0.6531188686764152,0.5533883272360243,0.30623903948469716,True,11.163497999048646,45.812362775691014
666488.94792678,5075676.20642639,0.598671844981538,0.9999982965597777,0.7993350707706579,0.7737382148891427,0.598671844981538,True,11.142987809383856,45.81454962559441
666688.94792678,5075676.20642639,0.6953794116521992,0.9999990947313141,0.8476892531917566,0.8338937475164285,0.6953794116521992,True,11.145560316992325,45.81450132726618
666888.94792678,5075676.20642639,0.6799112762637454,0.9999989708095871,0.8399551235366662,0.82456690238305,0.6799112762637454,True,11.148132818041535,45.81445297106023
667088.94792678,5075676.20642639,0.6539645202477865,0.9999980641889744,0.8269812922183805,0.8086799455260764,0.6539645202477865,True,11.15070531252365,45.81440455697694
667288.94792678,5075676.20642639,0.5412720295737115,0.9999984718973091,0.7706352507355103,0.735711358111635,0.5412720295737115,True,11.153277800430835,45.8143560850167
667488.94792678,5075676.20642639,0.6880781302784476,0.999998662695122,0.8440383964867848,0.8295041953529876,0.6880781302784476,True,11.155850281755258,45.8143075551799
667688.94792678,5075676.20642639,0.6589400360841475,0.9999974358867582,0.8294687359854529,0.8117501749228486,0.6589400360841475,True,11.158422756489083,45.814258967466934
667888.94792678,5075676.20642639,0.5166351898300964,0.9999991163687755,0.7583171530994359,0.7187730749792391,0.5166351898300964,True,11.160995224624472,45.814210321878186
668088.94792678,5075676.20642639,0.5208418700802082,0.9999961791267472,0.7604190246034777,0.721692372143033,0.5208418700802082,True,11.163567686153597,45.81416161841402
666088.94792678,5075876.20642639,0.71318456471946,0.9999965604527254,0.8565905625860928,0.8445011022416928,0.71318456471946,True,11.1379116411264,45.81644492091515
666288.94792678,5075876.20642639,0.6085679242976251,0.9999982523631884,0.8042830883304067,0.7801069546811631,0.6085679242976251,True,11.140484244544659,45.816396735337015
666488.94792678,5075876.20642639,0.7104856390859435,0.9999993947254429,0.8552425169056932,0.8429028467427685,0.7104856390859435,True,11.14305684141856,45.81634849187678
666688.94792678,5075876.20642639,0.7067793764917436,0.9999988373448617,0.8533891069183026,0.8407012279942679,0.7067793764917436,True,11.14562943174027,45.81630019053483
666888.94792678,5075876.20642639,0.589640552009034,0.9999714561569443,0.7948060040829892,0.7678695992169882,0.589640552009034,True,11.14820201550195,45.81625183131155
667088.94792678,5075876.20642639,0.6551281848212914,0.9999838134926171,0.8275559991569543,0.8093933410796577,0.6551281848212914,True,11.150774592695766,45.81620341420733
667288.94792678,5075876.20642639,0.5644743458965025,0.9999984718452234,0.7822364088708629,0.7513145035817786,0.5644743458965025,True,11.153347163313882,45.81615493922256
667488.94792678,5075876.20642639,0.6587201126762419,0.9999986626756964,0.8293593876759691,0.8116151993117341,0.6587201126762419,True,11.155919727348465,45.81610640635762
667688.94792678,5075876.20642639,0.6099729795559856,0.9999974357317885,0.804985207643887,0.7810066679751616,0.6099729795559856,True,11.158492284791677,45.8160578156129
667888.94792678,5075876.20642639,0.6527141027767522,0.9999942712225892,0.8263541869996707,0.8079049223287011,0.6527141027767522,True,11.161064835635683,45.816009166988785
668088.94792678,5075876.20642639,0.5616082436570773,0.9999952417500184,0.7808017427035479,0.7494034770300058,0.5616082436570773,True,11.16363737987265,45.81596046048567
668288.94792678,5075876.20642639,0.5359444150694679,0.9999987291203294,0.7679715720948986,0.7320817809156339,0.5359444150694679,True,11.166209917494742,45.81591169610394
665688.94792678,5076076.20642639,0.6447982587055869,0.9999955723032632,0.8223969155044251,0.8029915340365931,0.6447982587055869,True,11.132835122383096,45.81833999607573
665888.94792678,5076076.20642639,0.7178413762267719,0.9999988049610887,0.8589200905939303,0.8472546951055481,0.7178413762267719,True,11.135407821590698,45.818291923263445
666088.94792678,5076076.20642639,0.5221920762203291,0.9999968352923382,0.7610944557563337,0.7226274445625939,0.5221920762203291,True,11.13798051426885,45.81824379256471
666288.94792678,5076076.20642639,0.4427643531740121,0.9999971988182782,0.7213807759961451,0.6654044731669595,0.4427643531740121,True,11.140553200409716,45.81819560397987
666488.94792678,5076076.20642639,0.7042353775800965,0.9999965655946181,0.8521159715873573,0.8391858905810593,0.7042353775800965,True,11.143125880005458,45.81814735750932
666688.94792678,5076076.20642639,0.7016877901148653,0.9999997464153997,0.8508437682651324,0.8376679605772489,0.7016877901148653,True,11.145698553048243,45.81809905315346
666888.94792678,5076076.20642639,0.6732343266838694,0.9999951192481785,0.8366147229660239,0.8205065757166138,0.6732343266838694,True,11.148271219530228,45.81805069091267
667088.94792678,5076076.20642639,0.6222828123229192,0.9999966260056334,0.8111397191642763,0.7888477120105096,0.6222828123229192,True,11.150843879443581,45.818002270787325
667288.94792678,5076076.20642639,0.6144805408266788,0.9999971707209296,0.8072388557738042,0.7838869831102858,0.6144805408266788,True,11.153416532780463,45.81795379277782
667488.94792678,5076076.20642639,0.5715383367386515,0.9999986626659535,0.7857684997023024,0.7560010399470195,0.5715383367386515,True,11.15598917953304,45.81790525688454
667688.94792678,5076076.20642639,0.3591112331239624,0.9999989853212602,0.6795551092226113,0.5992585992219293,0.3591112331239624,True,11.158561819693478,45.8178566631079
667888.94792678,5076076.20642639,0.6162951022480695,0.999996533311706,0.8081458177798877,0.7850432890898774,0.6162951022480695,True,11.161134453253934,45.81780801144823
668088.94792678,5076076.20642639,0.6625452391096388,0.999995892393863,0.831270565751751,0.8139671477613507,0.6625452391096388,True,11.163707080206576,45.817759301905944
668288.94792678,5076076.20642639,0.6312865536573445,0.9999986820377417,0.8156426178475431,0.7945349090162701,0.6312865536573445,True,11.16627970054357,45.817710534481456
665488.94792678,5076276.20642639,0.5878026802510616,0.9999961973476732,0.7938994387993674,0.7666814495224413,0.5878026802510616,True,11.130331048137691,45.82018689100027
665688.94792678,5076276.20642639,0.7144328246977116,0.9999971201309743,0.857214972414343,0.8452400648482943,0.7144328246977116,True,11.132903836599644,45.82013887307878
665888.94792678,5076276.20642639,0.6893777779179795,0.9999978957604291,0.8446878368392043,0.8302868945743874,0.6893777779179795,True,11.13547661853922,45.82009079726682
