surface,move_length_m,gis_length_m,overlap_pct,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_LOP_merged_resampled_split,28428.9865487525,11305.732423888443,41.29406226043329,50.0,79,34
