x,y,horizontal_weight,vertical_norm,arithmetic_combined,geometric_combined,min_combined,has_vertical,lon,lat
665781.94462652,5076272.14199362,0.9645276573074135,0.9999999967696301,0.9822638270385218,0.9821036881061146,0.9645276573074135,True,11.134098741290773,45.820079968781926
665981.94462652,5076272.14199362,0.7775256934948289,0.9999999995354136,0.8887628465151213,0.8817741735464931,0.7775256934948289,True,11.13667151851352,45.82003186611299
666181.94462652,5076272.14199362,0.6791732999902651,0.9999999979080929,0.839586648949179,0.8241197113098907,0.6791732999902651,True,11.139244289202422,45.81998370555422
666381.94462652,5076272.14199362,0.9553991960699908,0.9999999987235452,0.9776995973967679,0.9774452387988121,0.9553991960699908,True,11.141817053349646,45.819935487106015
666581.94462652,5076272.14199362,0.8486565605303009,0.9999999994402174,0.9243282799852592,0.921225575011483,0.8486565605303009,True,11.14438981094735,45.819887210768755
665581.94462652,5076472.14199362,0.9743362868190276,0.9999999986734295,0.9871681427462285,0.9870847408031904,0.9743362868190276,True,11.131594633880995,45.82192689153132
665781.94462652,5076472.14199362,0.8502913314119647,0.9999999970652539,0.9251456642386093,0.9221124274819071,0.8502913314119647,True,11.13416750036981,45.821878843754654
665981.94462652,5076472.14199362,0.8739590362525853,0.999999996770852,0.9369795165117187,0.9348577610687319,0.8739590362525853,True,11.136740360331855,45.821830738084174
666181.94462652,5076472.14199362,0.8131148221049047,0.9999999976813054,0.9065574098931051,0.9017287952702518,0.8131148221049047,True,11.139313213759293,45.821782574520256
666381.94462652,5076472.14199362,0.8026774740148666,0.99999999632334,0.9013387351691033,0.8959226925710132,0.8026774740148666,True,11.141886060644282,45.821734353063306
666581.94462652,5076472.14199362,0.6792051802453051,0.9999999987252649,0.839602589485285,0.824139053424541,0.6792051802453051,True,11.144458900978986,45.82168607371367
666781.94462652,5076472.14199362,0.6721452140867388,0.9999999986860486,0.8360726063863937,0.8198446274774096,0.6721452140867388,True,11.147031734755567,45.82163773647176
666981.94462652,5076472.14199362,0.5547220817183864,0.9999999960981041,0.7773610389082453,0.7447966699401378,0.5547220817183864,True,11.149604561966184,45.82158934133796
665581.94462652,5076672.14199362,0.8437811211350634,0.9999999963543439,0.9218905587447037,0.9185755919133316,0.8437811211350634,True,11.131663316738898,45.82372576885299
665781.94462652,5076672.14199362,0.8487175790415902,0.9999999986700909,0.9243587888558406,0.9212586921776493,0.8487175790415902,True,11.134236265975614,45.8236777180782
665981.94462652,5076672.14199362,0.6873137931384191,0.9999999966906732,0.8436568949145462,0.8290439016504936,0.6873137931384191,True,11.136809208684799,45.823629609405984
666181.94462652,5076672.14199362,0.852035736082525,0.9999999996394643,0.9260178678609947,0.9230578182190624,0.852035736082525,True,11.139382144858608,45.82358144283674
666381.94462652,5076672.14199362,0.7981463869229609,0.9999999993051735,0.8990731931140672,0.8933903885583209,0.7981463869229609,True,11.141955074489205,45.823533218370834
