surface,move_length_m,gis_length_m,overlap_pct,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_RTZinf_merged_resampled_split,16811.78723940219,14087.522783711855,81.53743948169357,50.0,18,53
