x,y,horizontal_weight,vertical_norm,arithmetic_combined,geometric_combined,min_combined,has_vertical,lon,lat
665515.49791206,5072452.45725208,0.45572025425934193,0.9602378516587009,0.7079790529590214,0.6615132938251109,0.45572025425934193,True,11.129361355754016,45.7857880856168
665715.49791206,5072452.45725208,0.49995151495191187,0.9602381122106732,0.7300948135812926,0.6928726426366464,0.49995151495191187,True,11.131932562962836,45.785740117267444
665915.49791206,5072452.45725208,0.4326312452618236,0.9602383985469681,0.6964348219043959,0.644537922942936,0.4326312452618236,True,11.134503763662824,45.785692091096614
666115.49791206,5072452.45725208,0.2654069989027846,0.9602387090340354,0.61282285396841,0.5048307379657141,0.2654069989027846,True,11.137074957846163,45.785644007104665
666315.49791206,5072452.45725208,0.07036205232824444,0.9602390402893959,0.5153005463088202,0.25993150944136356,0.07036205232824444,True,11.13964614550503,45.78559586529199
666515.49791206,5072452.45725208,0.18344328158498455,0.9602393868796577,0.5718413342323211,0.41970163716187475,0.18344328158498455,True,11.1422173266316,45.785547665658974
666715.49791206,5072452.45725208,0.3707204736477763,0.9999999999835302,0.6853602368156533,0.6088681906962052,0.3707204736477763,True,11.144788501218063,45.78549940820599
666915.49791206,5072452.45725208,0.4652520516415077,0.999999999983714,0.7326260258126108,0.6820938730364982,0.4652520516415077,True,11.14735966925659,45.78545109293344
667115.49791206,5072452.45725208,0.4682263785768961,0.9999999999839067,0.7341131892804014,0.684270691005658,0.4682263785768961,True,11.149930830739367,45.78540271984171
667315.49791206,5072452.45725208,0.41335063128530225,0.9999999999843154,0.7066753156348089,0.6429235034425317,0.41335063128530225,True,11.152501985658569,45.78535428893117
667515.49791206,5072452.45725208,0.5016464398851986,0.9999999999981055,0.750823219941652,0.7082700331683166,0.5016464398851986,True,11.15507313400638,45.78530580020222
667715.49791206,5072452.45725208,0.5050740571243907,0.9999999999975537,0.7525370285609723,0.7106856246774343,0.5050740571243907,True,11.15764427577498,45.78525725365523
667915.49791206,5072452.45725208,0.4252854221512999,0.9999999999968298,0.7126427110740648,0.6521391125748797,0.4252854221512999,True,11.160215410956544,45.78520864929061
665515.49791206,5072652.45725208,0.24472440224649789,0.9602377428600275,0.6024810725532627,0.4847613924766973,0.24472440224649789,True,11.12942988029858,45.787586976974346
665715.49791206,5072652.45725208,0.38240815392849375,0.9602380230874962,0.6713230885079949,0.6059726476837348,0.38240815392849375,True,11.13200117009818,45.78753900563191
665915.49791206,5072652.45725208,0.4829483408299182,0.9602383360157766,0.7215933384228475,0.6809886277905827,0.4829483408299182,True,11.134572453388182,45.78749097646438
666115.49791206,5072652.45725208,0.48001391717254277,0.9602386807313474,0.7201262989519451,0.6789167331554354,0.48001391717254277,True,11.137143730160775,45.787442889472146
666315.49791206,5072652.45725208,0.368641280194951,0.9602390541134974,0.6644401671542242,0.5949653386556132,0.368641280194951,True,11.13971500040813,45.787394744655565
666515.49791206,5072652.45725208,0.1674610964727702,0.9602394502777358,0.5638502733752531,0.40100218356003964,0.1674610964727702,True,11.142286264122427,45.78734654201505
666715.49791206,5072652.45725208,0.06599175778517793,0.9602398602179852,0.5131158090015816,0.2517298477955651,0.06599175778517793,True,11.14485752129585,45.78729828155098
666915.49791206,5072652.45725208,0.29760448888969526,0.9999999999835302,0.6488022444366127,0.545531382126449,0.29760448888969526,True,11.147428771920572,45.78724996326374
667115.49791206,5072652.45725208,0.45065052681536705,0.999999999983714,0.7253252633995405,0.671305092195812,0.45065052681536705,True,11.150000015988772,45.7872015871537
667315.49791206,5072652.45725208,0.5008678486946191,0.9999999999843154,0.7504339243394673,0.7077201768260979,0.5008678486946191,True,11.152571253492633,45.787153153221254
667515.49791206,5072652.45725208,0.5065316677452824,0.9999999999981055,0.753265833871694,0.7117103819281567,0.5065316677452824,True,11.155142484424333,45.7871046614668
