surface,move_length_m,gis_length_m,overlap_pct,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_RTZsup_merged_resampledsplit,12000.134592777124,8748.49502160316,78.14221336320917,50.0,25,26
