surface,move_length_m,gis_length_m,overlap_pct,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_FMZ_merged_resampled_split,26577.216144040925,12837.46456958217,50.19594980201662,50.0,39,28
