x,y,lon,lat,dist_wells,dist_wells_km,weight_wells,dist_sections,dist_sections_km,weight_sections,dist_maps,dist_maps_km,weight_maps,weight_combined
665781.94462652,5076272.14199362,11.134098741290773,45.820079968781926,,,,71.31332660034867,0.07131332660034867,0.9293350984496307,49.468533797368096,0.0494685337973681,0.9997207357436171,0.9645279170966239
665981.94462652,5076272.14199362,11.13667151851352,45.82003186611299,,,,175.77846716026855,0.17577846716026854,0.5645715885764966,160.5893637547372,0.1605893637547372,0.9904795617420509,0.7775255751592738
666181.94462652,5076272.14199362,11.139244289202422,45.81998370555422,,,,214.0134190943357,0.2140134190943357,0.3621631104880174,118.3126829869043,0.11831268298690431,0.9961834866863813,0.6791732985871994
666381.94462652,5076272.14199362,11.141817053349646,45.819935487106015,,,,69.28389527240387,0.06928389527240386,0.9334719387804866,214.86570109062387,0.21486570109062386,0.9773264366885198,0.9553991877345032
666581.94462652,5076272.14199362,11.14438981094735,45.819887210768755,,,,108.15354927781698,0.10815354927781698,0.8341314914842215,397.91537800739866,0.3979153780073987,0.8631815289791646,0.848656510231693
665581.94462652,5076472.14199362,11.131594633880995,45.82192689153132,,,,61.24934830614014,0.06124934830614014,0.9486976304147365,22.206730881305116,0.022206730881305117,0.9999748673863891,0.9743362489005628
665781.94462652,5076472.14199362,11.13416750036981,45.821878843754654,,,,142.61380405972574,0.14261380405972574,0.7115584330728952,168.43047148568186,0.16843047148568185,0.9890227342005112,0.8502905836367032
665981.94462652,5076472.14199362,11.136740360331855,45.821830738084174,,,,19.330595144095803,0.019330595144095804,0.9979522881507593,27.07005347638246,0.027070053476382458,0.7499657674733187,0.873959027812039
666181.94462652,5076472.14199362,11.139313213759293,45.821782574520256,,,,91.9271474724558,0.0919271474724558,0.8807247075430609,137.56315522446747,0.13756315522446746,0.7455049333617035,0.8131148204523821
666381.94462652,5076472.14199362,11.141886060644282,45.821734353063306,,,,77.30981374952687,0.07730981374952686,0.916429065490985,331.91640050592616,0.3319164005059262,0.6889258376333296,0.8026774515621573
666581.94462652,5076472.14199362,11.144458900978986,45.82168607371367,,,,166.58219154632178,0.16658219154632178,0.6080820032115258,494.9842221153249,0.4949842221153249,0.7503281737052556,0.6792050884583907
666781.94462652,5076472.14199362,11.147031734755567,45.82163773647176,,,,98.78290545471965,0.09878290545471966,0.8619247204859651,661.1949475704718,0.6611949475704717,0.4823653270911906,0.6721450237885779
666981.94462652,5076472.14199362,11.149604561966184,45.82158934133796,,,,36.004808887759786,0.03600480888775979,0.9844650194807623,783.677382410755,0.7836773824107549,0.12498531407640681,0.5547251667785845
665581.94462652,5076672.14199362,11.131663316738898,45.82372576885299,,,,67.16732508901683,0.06716732508901682,0.9376615711155997,38.586352250296855,0.03858635225029686,0.7499006503184347,0.8437811107170172
665781.94462652,5076672.14199362,11.134236265975614,45.8236777180782,,,,61.42676935992079,0.061426769359920794,0.9483813270549452,81.77005836966703,0.08177005836966703,0.7490540577605349,0.84871769240774
665981.94462652,5076672.14199362,11.136809208684799,45.823629609405984,,,,162.72764753438997,0.16272764753438998,0.625699338444437,85.23359436706721,0.0852335943670672,0.7489287556504445,0.6873140470474408
666181.94462652,5076672.14199362,11.139382144858608,45.82358144283674,,,,39.70859292447017,0.03970859292447017,0.9803707918640493,248.93794762328542,0.24893794762328542,0.7236977834605877,0.8520342876623185
666381.94462652,5076672.14199362,11.141955074489205,45.823533218370834,,,,54.605104092220564,0.054605104092220566,0.959893028561664,412.5675766685112,0.4125675766685112,0.6363996617584179,0.798146345160041
666581.94462652,5076672.14199362,11.144527997568748,45.82348493600865,,,,162.47969721712167,0.16247969721712166,0.6268199583902688,570.8788939661115,0.5708788939661115,0.4784199538955155,0.5526199561428922
666781.94462652,5076672.14199362,11.147100914089398,45.82343659575058,,,,69.13913586008651,0.0691391358600865,0.9337625449267486,601.4282152572528,0.6014282152572528,0.4406605991666601,0.6872115720467044
666981.94462652,5076672.14199362,11.149673824043317,45.82338819759701,,,,115.09954367813056,0.11509954367813056,0.8119818807131784,619.7747549029914,0.6197747549029914,0.2780602691829985,0.5450210749480885
667181.94462652,5076672.14199362,11.152246727422664,45.823339741548324,,,,254.85189874489038,0.2548518987448904,0.11043034492650937,514.6939331199567,0.5146939331199567,0.3615114300407134,0.2359708874836114
667381.94462652,5076672.14199362,11.1548196242196,45.82329122760491,,,,111.2720651947573,0.1112720651947573,0.8243491909808186,450.05399250468923,0.45005399250468925,0.4035762242770449,0.6139627076289318
665381.94462652,5076872.14199362,11.129158967603576,45.82557264139736,,,,81.46597938773469,0.08146597938773469,0.9068875611619055,233.06191245870758,0.23306191245870758,0.9711426482081293,0.9390151046850175
665581.94462652,5076872.14199362,11.131732006116495,45.82552464552566,,,,222.04786572066038,0.22204786572066038,0.31541621923910035,165.7808049498416,0.1657808049498416,0.7421477908903322,0.5287820050647163
665781.94462652,5076872.14199362,11.134305038108954,45.82547659175257,,,,135.50261123443894,0.13550261123443894,0.7394275638369829,116.47244842712809,0.11647244842712809,0.7472689104516659,0.7433482371443244
665981.94462652,5076872.14199362,11.136878063573116,45.82542848007843,,,,45.10863506139858,0.04510863506139858,0.9736886664371146,203.5587073868904,0.20355870738689041,0.7355193713512055,0.85460401889416
666181.94462652,5076872.14199362,11.139451082501138,45.82538031050364,,,,131.71627916054942,0.13171627916054943,0.7537268553901219,364.3200429819762,0.3643200429819762,0.6701436796124721,0.711935267501297
666381.94462652,5076872.14199362,11.14202409488518,45.8253320830286,,,,107.34237404152923,0.10734237404152923,0.8366325747161614,389.8855655605988,0.38988556556059883,0.6531331788974443,0.7448828768068028
666581.94462652,5076872.14199362,11.1445971007174,45.82528379765366,,,,97.2461700467194,0.0972461700467194,0.8662520001000141,373.05802242905696,0.37305802242905695,0.6645493081729508,0.7654006541364824
666781.94462652,5076872.14199362,11.14717009998996,45.825235454379246,,,,40.956936540860106,0.040956936540860106,0.978901153679648,410.6656518507479,0.4106656518507479,0.6378622218856742,0.8083816877826611
666981.94462652,5076872.14199362,11.14974309269502,45.82518705320571,,,,224.4518856151207,0.2244518856151207,0.30115646667433354,449.2682573016549,0.44926825730165487,0.6060576860713307,0.45360707637283215
667181.94462652,5076872.14199362,11.152316078824738,45.825138594133456,,,,221.79833579581705,0.22179833579581706,0.3168892022354673,338.94004175278684,0.33894004175278686,0.45674297696361577,0.3868160895995415
667381.94462652,5076872.14199362,11.154889058371275,45.82509007716287,,,,91.76040834201893,0.09176040834201893,0.8811656903364004,259.61716242032196,0.25961716242032196,0.48015080037384716,0.6806582453551238
