surface,move_length_m,gis_length_m,overlap_pct_A_to_B,overlap_pct_B_to_A,overlap_pct_mean,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_LOP_merged_resampled_original,28428.9865487525,11305.732423888443,41.29406226043329,95.40048029363595,68.34727127703462,50.0,79,34
