surface,move_length_m,gis_length_m,overlap_pct,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_ARV_merged_resampled_split,7933.893537568427,4903.300977899258,66.28012924471062,50.0,11,16
