surface,move_length_m,gis_length_m,overlap_pct_A_to_B,overlap_pct_B_to_A,overlap_pct_mean,buffer_dist_m,n_move_segments_merged,n_gis_segments_merged
TOP_DPR_merged_resampledoriginal,19738.52530158212,4975.709074283848,29.949822324043062,100.0,64.97491116202153,50.0,15,10
